typeID,solarSystemID,radius,itemName
13,30001405,73420000,Kakakela VI
12,30001405,70310000,Kakakela VII
2016,30001405,2710000,Kakakela VIII
2016,30001406,2150000,Kamokor I
2016,30001406,3130000,Kamokor II
11,30001406,7790000,Kamokor III
11,30001406,17800000,Kamokor IV
13,30001406,29020000,Kamokor V
13,30001406,85480000,Kamokor VI
13,30001406,19460000,Kamokor VII
12,30001406,14370000,Kamokor VIII
2015,30001407,2300000,Todaki I
11,30001407,5830000,Todaki II
11,30001407,6840000,Todaki III
2017,30001407,8050000,Todaki IV
11,30001407,8270000,Todaki V
13,30001407,25150000,Todaki VI
11,30001407,10170000,Todaki VII
2014,30001407,10360000,Todaki VIII
2015,30001408,3790000,Ruvas I
2016,30001408,2210000,Ruvas II
2016,30001408,2060000,Ruvas III
11,30001408,8690000,Ruvas IV
2014,30001408,3240000,Ruvas V
13,30001408,29380000,Ruvas VI
2016,30001408,6940000,Ruvas VII
2016,30001409,3060000,Umokka I
2016,30001409,4130000,Umokka II
2016,30001409,4010000,Umokka III
11,30001409,5570000,Umokka IV
11,30001409,7730000,Umokka V
11,30001409,9920000,Umokka VI
13,30001409,20930000,Umokka VII
11,30001409,9520000,Umokka VIII
11,30001409,6210000,Umokka IX
13,30001409,32400000,Umokka X
2016,30001409,9960000,Umokka XI
2017,30001410,7130000,Kirras I
11,30001410,7240000,Kirras II
2015,30001410,6280000,Kirras III
11,30001410,8960000,Kirras IV
13,30001410,38220000,Kirras V
13,30001410,47820000,Kirras VI
12,30001410,105430000,Kirras VII
2016,30001410,5620000,Kirras VIII
2016,30001410,3280000,Kirras IX
2016,30001411,2740000,Autama I
2016,30001411,2700000,Autama II
2016,30001411,4600000,Autama III
11,30001411,4190000,Autama IV
13,30001411,22980000,Autama V
2015,30001411,1970000,Autama VI
2016,30001411,3430000,Autama VII
2014,30001411,7170000,Autama VIII
13,30001411,43480000,Autama IX
2016,30001411,3700000,Autama X
13,30001411,32660000,Autama XI
2014,30001411,3270000,Autama XII
2016,30001412,3310000,Tsukuras I
2016,30001412,2870000,Tsukuras II
2016,30001412,4110000,Tsukuras III
11,30001412,4280000,Tsukuras IV
2017,30001412,14370000,Tsukuras V
13,30001412,12760000,Tsukuras VI
13,30001412,33790000,Tsukuras VII
13,30001412,25860000,Tsukuras VIII
13,30001412,40340000,Tsukuras IX
2016,30001412,10340000,Tsukuras X
2017,30001412,16140000,Tsukuras XI
2016,30001412,5350000,Tsukuras XII
2017,30001412,5160000,Tsukuras XIII
2016,30001413,5490000,Nani I
2017,30001413,6050000,Nani II
13,30001413,15890000,Nani III
13,30001413,46820000,Nani IV
13,30001413,117180000,Nani V
12,30001413,10960000,Nani VI
2016,30001413,2830000,Nani VII
2016,30001413,3860000,Nani VIII
2016,30001414,1820000,Ajanen I
2016,30001414,4180000,Ajanen II
2016,30001414,3260000,Ajanen III
2016,30001414,6610000,Ajanen IV
11,30001414,6870000,Ajanen V
13,30001414,14750000,Ajanen VI
2016,30001414,3200000,Ajanen VII
13,30001414,13450000,Ajanen VIII
2017,30001414,13710000,Ajanen IX
13,30001414,15960000,Ajanen X
13,30001414,14020000,Ajanen XI
13,30001414,11850000,Ajanen XII
2016,30001415,2420000,Kuoka I
2016,30001415,4590000,Kuoka II
2017,30001415,4650000,Kuoka III
2016,30001415,2070000,Kuoka IV
11,30001415,11890000,Kuoka V
13,30001415,15150000,Kuoka VI
11,30001415,9610000,Kuoka VII
2017,30001415,9760000,Kuoka VIII
2017,30001415,6630000,Kuoka IX
2017,30001416,7600000,Liukikka I
11,30001416,5580000,Liukikka II
13,30001416,19820000,Liukikka III
13,30001416,129120000,Liukikka IV
13,30001416,50750000,Liukikka V
2016,30001416,5100000,Liukikka VI
12,30001416,13970000,Liukikka VII
2015,30001417,2080000,Rauntaka I
2016,30001417,2430000,Rauntaka II
2016,30001417,3950000,Rauntaka III
2016,30001417,3490000,Rauntaka IV
2017,30001417,6310000,Rauntaka V
13,30001417,34870000,Rauntaka VI
13,30001417,22160000,Rauntaka VII
13,30001417,33200000,Rauntaka VIII
13,30001417,23110000,Rauntaka IX
12,30001417,10680000,Rauntaka X
2016,30001418,3490000,Aikantoh I
2016,30001418,3700000,Aikantoh II
2016,30001418,5000000,Aikantoh III
2015,30001418,3530000,Aikantoh IV
11,30001418,6010000,Aikantoh V
2016,30001418,11020000,Aikantoh VI
2014,30001418,10090000,Aikantoh VII
2016,30001418,12080000,Aikantoh VIII
2016,30001418,7090000,Aikantoh IX
2017,30001419,10960000,Atai I
12,30001419,33492515,Atai II
2015,30001420,1920000,Daras I
2016,30001420,1930000,Daras II
2063,30001420,2750000,Daras III
2017,30001420,5030000,Daras IV
2016,30001420,2330000,Daras V
2017,30001420,11210000,Daras VI
11,30001420,6440000,Daras VII
2016,30001420,8450000,Daras VIII
2015,30001421,1830000,Otalieto I
2016,30001421,2320000,Otalieto II
2016,30001421,2290000,Otalieto III
2016,30001421,3770000,Otalieto IV
2015,30001421,5060000,Otalieto V
11,30001421,6200000,Otalieto VI
2017,30001421,11730000,Otalieto VII
13,30001421,24890000,Otalieto VIII
13,30001421,28520000,Otalieto IX
13,30001421,17870000,Otalieto X
2016,30001422,5730000,Iitanmadan I
11,30001422,7070000,Iitanmadan II
2017,30001422,6890000,Iitanmadan III
11,30001422,11830000,Iitanmadan IV
2016,30001422,2910000,Iitanmadan V
13,30001422,112520000,Iitanmadan VI
12,30001422,37570000,Iitanmadan VII
12,30001422,20800000,Iitanmadan VIII
2015,30001423,4020000,Jotenen I
2015,30001423,4270000,Jotenen II
11,30001423,4980000,Jotenen III
11,30001423,5310000,Jotenen IV
2015,30001423,3970000,Jotenen V
2015,30001424,1880000,Haajinen I
2016,30001424,2310000,Haajinen II
2016,30001424,3710000,Haajinen III
2016,30001424,2990000,Haajinen IV
2016,30001424,3050000,Haajinen V
2014,30001424,10990000,Haajinen VI
13,30001424,15570000,Haajinen VII
11,30001424,4560000,Haajinen VIII
2015,30001424,3050000,Haajinen IX
13,30001424,18270000,Haajinen X
13,30001424,23470000,Haajinen XI
13,30001424,28730000,Haajinen XII
2016,30001424,10290000,Haajinen XIII
13,30001425,18969904,Oipo I
13,30001425,126920000,Oipo II
12,30001425,19630000,Oipo III
13,30001425,33410000,Oipo IV
2016,30001425,3190000,Oipo V
2017,30001426,5500000,Isinokka I
2016,30001426,2060000,Isinokka II
2017,30001426,6520000,Isinokka III
13,30001426,22290000,Isinokka IV
13,30001426,53720000,Isinokka V
13,30001426,29420000,Isinokka VI
13,30001426,12910000,Isinokka VII
2017,30001426,9790000,Isinokka VIII
2015,30001427,2000000,Yoma I
2016,30001427,1620000,Yoma II
2017,30001427,2910000,Yoma III
2016,30001427,2870000,Yoma IV
2016,30001427,3270000,Yoma V
2015,30001427,5240000,Yoma VI
11,30001427,7360000,Yoma VII
13,30001427,15990000,Yoma VIII
13,30001427,29780000,Yoma IX
13,30001427,22450000,Yoma X
2016,30001427,4930000,Yoma XI
2016,30001428,2390000,Ibura I
2016,30001428,2220000,Ibura II
2016,30001428,2740000,Ibura III
2016,30001428,2170000,Ibura IV
11,30001428,9050000,Ibura V
2017,30001428,6040000,Ibura VI
13,30001428,21440000,Ibura VII
13,30001428,17290000,Ibura VIII
13,30001428,35530000,Ibura IX
12,30001428,10280000,Ibura X
2063,30001429,2200000,Torrinos I
2017,30001429,4390000,Torrinos II
13,30001429,20970000,Torrinos III
13,30001429,19990000,Torrinos IV
13,30001429,34970000,Torrinos V
13,30001429,27040000,Torrinos VI
13,30001429,19180000,Torrinos VII
12,30001429,14660000,Torrinos VIII
2016,30001430,2170000,Endatoh I
2016,30001430,3020000,Endatoh II
2017,30001430,4010000,Endatoh III
2014,30001430,4200000,Endatoh IV
11,30001430,5470000,Endatoh V
11,30001430,6640000,Endatoh VI
11,30001430,12160000,Endatoh VII
2015,30001431,2280000,Aivoli I
2016,30001431,3040000,Aivoli II
2017,30001431,3900000,Aivoli III
2016,30001431,3430000,Aivoli IV
2016,30001431,10980000,Aivoli V
13,30001431,28030000,Aivoli VI
13,30001431,32070000,Aivoli VII
13,30001431,17840000,Aivoli VIII
13,30001431,44680000,Aivoli IX
12,30001431,10350000,Aivoli X
2016,30001431,9890000,Aivoli XI
2015,30001432,1640000,Uesuro I
2016,30001432,5690000,Uesuro II
2017,30001432,8330000,Uesuro III
13,30001432,24570000,Uesuro IV
13,30001432,80450000,Uesuro V
12,30001432,6830000,Uesuro VI
2063,30001433,3030000,Oishami I
2016,30001433,3380000,Oishami II
2063,30001433,5060000,Oishami III
13,30001433,24550000,Oishami IV
13,30001433,41770000,Oishami V
13,30001433,35530000,Oishami VI
13,30001433,27930000,Oishami VII
12,30001433,8510000,Oishami VIII
2016,30001433,4740000,Oishami IX
2015,30001434,1700000,Elanoda I
2016,30001434,2970000,Elanoda II
2063,30001434,4170000,Elanoda III
2015,30001434,6270000,Elanoda IV
2014,30001434,8100000,Elanoda V
2016,30001434,7380000,Elanoda VI
13,30001434,43900000,Elanoda VII
13,30001434,22620000,Elanoda VIII
13,30001434,69050000,Elanoda IX
2016,30001435,1840000,Ohbochi I
2015,30001435,3720000,Ohbochi II
2016,30001435,3340000,Ohbochi III
2017,30001435,6190000,Ohbochi IV
2017,30001435,11000000,Ohbochi V
13,30001435,15220000,Ohbochi VI
2014,30001435,2800000,Ohbochi VII
2015,30001435,3500000,Ohbochi VIII
2017,30001435,11750000,Ohbochi IX
2016,30001435,5350000,Ohbochi X
2016,30001436,1890000,Isie I
2016,30001436,2270000,Isie II
2016,30001436,5120000,Isie III
2016,30001436,7110000,Isie IV
13,30001436,21030000,Isie V
13,30001436,22690000,Isie VI
13,30001436,27940000,Isie VII
12,30001436,20090000,Isie VIII
2016,30001437,4560000,Tamo I
2015,30001437,3040000,Tamo II
2016,30001437,2680000,Tamo III
2017,30001437,5160000,Tamo IV
13,30001437,58380000,Tamo V
13,30001437,100580000,Tamo VI
2016,30001437,5350000,Tamo VII
2016,30001437,9260000,Tamo VIII
13,30001437,14200000,Tamo IX
2015,30001438,2510000,Nannaras I
2016,30001438,4520000,Nannaras II
2015,30001438,3670000,Nannaras III
2016,30001438,4890000,Nannaras IV
2016,30001438,2890000,Nannaras V
2016,30001438,3300000,Nannaras VI
2017,30001438,7770000,Nannaras VII
2016,30001438,2520000,Nannaras VIII
2015,30001438,3050000,Nannaras IX
11,30001438,8860000,Nannaras X
2016,30001439,2190000,Anin I
2016,30001439,4490000,Anin II
2016,30001439,3350000,Anin III
11,30001439,5780000,Anin IV
2016,30001439,2560000,Anin V
2017,30001439,6560000,Anin VI
11,30001439,6100000,Anin VII
13,30001439,36460000,Anin VIII
13,30001439,40350000,Anin IX
2016,30001439,6670000,Anin X
2063,30001440,2500000,Karjataimon I
2015,30001440,3190000,Karjataimon II
2017,30001440,4710000,Karjataimon III
2016,30001440,7430000,Karjataimon IV
13,30001440,36210000,Karjataimon V
2017,30001440,7610000,Karjataimon VI
2016,30001440,5330000,Karjataimon VII
2016,30001440,11650000,Karjataimon VIII
2063,30001441,2050000,Tartoken I
2016,30001441,2900000,Tartoken II
13,30001441,14980000,Tartoken III
13,30001441,20390000,Tartoken IV
13,30001441,39930000,Tartoken V
13,30001441,14050000,Tartoken VI
13,30001441,28240000,Tartoken VII
2014,30001441,2750000,Tartoken VIII
2016,30001442,5090000,Saranen I
2016,30001442,5020000,Saranen II
13,30001442,51150000,Saranen III
13,30001442,109980000,Saranen IV
13,30001442,58080000,Saranen V
12,30001442,7020000,Saranen VI
2016,30001443,6400000,Vuorrassi I
2016,30001443,3980000,Vuorrassi II
2017,30001443,5440000,Vuorrassi III
13,30001443,71200000,Vuorrassi IV
13,30001443,108730000,Vuorrassi V
12,30001443,15190000,Vuorrassi VI
2016,30001443,2770000,Vuorrassi VII
2016,30001444,4300000,Oimmo I
2016,30001444,2570000,Oimmo II
13,30001444,14930000,Oimmo III
13,30001444,37510000,Oimmo IV
13,30001444,32950000,Oimmo V
13,30001444,26600000,Oimmo VI
13,30001444,51300000,Oimmo VII
13,30001444,33760000,Oimmo VIII
2016,30001444,10170000,Oimmo IX
2015,30001445,2990000,Nalvula I
2016,30001445,2510000,Nalvula II
2017,30001445,5470000,Nalvula III
11,30001445,5380000,Nalvula IV
11,30001445,6770000,Nalvula V
2017,30001445,7980000,Nalvula VI
13,30001445,21250000,Nalvula VII
13,30001445,38170000,Nalvula VIII
13,30001445,56700000,Nalvula IX
13,30001445,57180000,Nalvula X
12,30001445,16100000,Nalvula XI
2016,30001445,5280000,Nalvula XII
2016,30001445,3070000,Nalvula XIII
2016,30001446,2630000,Otsasai I
2016,30001446,2730000,Otsasai II
2016,30001446,4570000,Otsasai III
2016,30001446,4230000,Otsasai IV
13,30001446,18750000,Otsasai V
13,30001446,53730000,Otsasai VI
13,30001446,42050000,Otsasai VII
12,30001446,30990000,Otsasai VIII
2016,30001447,1950000,Taisy I
2016,30001447,3960000,Taisy II
11,30001447,4150000,Taisy III
2016,30001447,3010000,Taisy IV
2017,30001447,6960000,Taisy V
2017,30001447,4200000,Taisy VI
13,30001447,22810000,Taisy VII
11,30001447,8410000,Taisy VIII (Kyonoke Pit)
2016,30001448,5230000,Hakonen I
2015,30001448,4250000,Hakonen II
11,30001448,6420000,Hakonen III
2017,30001448,5160000,Hakonen IV
13,30001448,15150000,Hakonen V
2016,30001448,6850000,Hakonen VI
13,30001448,70260000,Hakonen VII
13,30001448,39850000,Hakonen VIII
12,30001448,33680000,Hakonen IX
2063,30001448,3190000,Hakonen X
2016,30001449,2620000,PZP1-D I
2016,30001449,4090000,PZP1-D II
11,30001449,4960000,PZP1-D III
2017,30001449,5820000,PZP1-D IV
2014,30001449,6320000,PZP1-D V
11,30001449,6820000,PZP1-D VI
13,30001449,19270000,PZP1-D VII
2016,30001449,12160000,PZP1-D VIII
13,30001449,19360000,PZP1-D IX
13,30001449,17860000,PZP1-D X
2015,30001450,4010000,R1KE-A I
2016,30001450,3200000,R1KE-A II
2015,30001450,4470000,R1KE-A III
2014,30001450,1970000,R1KE-A IV
2015,30001450,8680000,R1KE-A V
13,30001450,36240000,R1KE-A VI
13,30001450,28790000,R1KE-A VII
2016,30001450,11990000,R1KE-A VIII
12,30001450,12050000,R1KE-A IX
2016,30001451,3510000,JGDF-B I
2016,30001451,3830000,JGDF-B II
2016,30001451,2020000,JGDF-B III
2016,30001451,8050000,JGDF-B IV
2015,30001451,5080000,JGDF-B V
13,30001451,45720000,JGDF-B VI
13,30001451,43870000,JGDF-B VII
13,30001451,22140000,JGDF-B VIII
13,30001451,14930000,JGDF-B IX
2014,30001451,3200000,JGDF-B X
2016,30001451,8070000,JGDF-B XI
2016,30001452,2290000,1SR-HT I
2016,30001452,3140000,1SR-HT II
2016,30001452,5360000,1SR-HT III
2015,30001452,3170000,1SR-HT IV
2017,30001452,7690000,1SR-HT V
11,30001452,4550000,1SR-HT VI
13,30001452,16780000,1SR-HT VII
11,30001452,4650000,1SR-HT VIII
2016,30001453,3620000,SQ-2XA I
2016,30001453,3500000,SQ-2XA II
2016,30001453,7630000,SQ-2XA III
2017,30001453,6290000,SQ-2XA IV
11,30001453,10240000,SQ-2XA V
11,30001453,8590000,SQ-2XA VI
2016,30001454,2140000,Z-FYJR I
2015,30001454,2100000,Z-FYJR II
2017,30001454,5460000,Z-FYJR III
2017,30001454,6510000,Z-FYJR IV
13,30001454,20180000,Z-FYJR V
13,30001454,62190000,Z-FYJR VI
13,30001454,14340000,Z-FYJR VII
2014,30001454,3430000,Z-FYJR VIII
2015,30001455,4110000,ZA6-9N I
2016,30001455,4640000,ZA6-9N II
13,30001455,21610000,ZA6-9N III
2016,30001455,3620000,ZA6-9N IV
13,30001455,14630000,ZA6-9N V
13,30001455,25750000,ZA6-9N VI
13,30001455,19520000,ZA6-9N VII
2015,30001456,2000000,J1-6CJ I
2016,30001456,2060000,J1-6CJ II
2015,30001456,2850000,J1-6CJ III
11,30001456,4670000,J1-6CJ IV
11,30001456,5640000,J1-6CJ V
2015,30001456,7590000,J1-6CJ VI
2017,30001456,18780000,J1-6CJ VII
13,30001456,22420000,J1-6CJ VIII
2016,30001456,9450000,J1-6CJ IX
2016,30001456,4080000,J1-6CJ X
2016,30001457,4030000,7H-Z5R I
11,30001457,5890000,7H-Z5R II
2015,30001457,11420000,7H-Z5R III
13,30001457,22660000,7H-Z5R IV
13,30001457,32230000,7H-Z5R V
13,30001457,14470000,7H-Z5R VI
12,30001457,13400000,7H-Z5R VII
2015,30001458,3130000,0RZ5-2 I
2016,30001458,4630000,0RZ5-2 II
11,30001458,7580000,0RZ5-2 III
2016,30001458,3400000,0RZ5-2 IV
13,30001458,18720000,0RZ5-2 V
13,30001458,65540000,0RZ5-2 VI
13,30001458,30030000,0RZ5-2 VII
13,30001458,23460000,0RZ5-2 VIII
2016,30001458,3110000,0RZ5-2 IX
2016,30001459,2730000,A9-NB6 I
11,30001459,4780000,A9-NB6 II
2016,30001459,5900000,A9-NB6 III
2016,30001459,11640000,A9-NB6 IV
2016,30001459,11270000,A9-NB6 V
11,30001459,8780000,A9-NB6 VI
2016,30001460,2300000,LG1-TA I
2063,30001460,2650000,LG1-TA II
2016,30001460,2890000,LG1-TA III
11,30001460,7350000,LG1-TA IV
13,30001460,32120000,LG1-TA V
13,30001460,66050000,LG1-TA VI
13,30001460,38790000,LG1-TA VII
12,30001460,14070000,LG1-TA VIII
2017,30001461,4630000,TNK-BQ I
2014,30001461,2260000,TNK-BQ II
11,30001461,8560000,TNK-BQ III
13,30001461,18280000,TNK-BQ IV
13,30001461,37570000,TNK-BQ V
13,30001461,40400000,TNK-BQ VI
13,30001461,29920000,TNK-BQ VII
2016,30001462,1880000,E2AX-5 I
2063,30001462,2640000,E2AX-5 II
2015,30001462,3830000,E2AX-5 III
2016,30001462,3380000,E2AX-5 IV
2017,30001462,6710000,E2AX-5 V
13,30001462,17840000,E2AX-5 VI
2017,30001462,11640000,E2AX-5 VII
11,30001462,10000000,E2AX-5 VIII
2016,30001462,5170000,E2AX-5 IX
2016,30001462,10180000,E2AX-5 X
2015,30001463,3040000,HPE-KP I
2016,30001463,3240000,HPE-KP II
2015,30001463,3950000,HPE-KP III
11,30001463,8640000,HPE-KP IV
13,30001463,14620000,HPE-KP V
13,30001463,33190000,HPE-KP VI
13,30001463,63720000,HPE-KP VII
13,30001463,63040000,HPE-KP VIII
13,30001463,13740000,HPE-KP IX
2016,30001463,5010000,HPE-KP X
2015,30001464,2010000,THS-MN I
2016,30001464,3360000,THS-MN II
2015,30001464,5160000,THS-MN III
11,30001464,8090000,THS-MN IV
13,30001464,22780000,THS-MN V
2015,30001464,2980000,THS-MN VI
2017,30001464,5070000,THS-MN VII
2015,30001465,5710000,UBES-K I
2016,30001465,8040000,UBES-K II
13,30001465,21660000,UBES-K III
13,30001465,15090000,UBES-K IV
13,30001465,58610000,UBES-K V
13,30001465,76310000,UBES-K VI
13,30001465,18460000,UBES-K VII
13,30001465,19310000,UBES-K VIII
2015,30001466,3510000,I-R8B0 I
2016,30001466,3060000,I-R8B0 II
2016,30001466,4240000,I-R8B0 III
2015,30001466,5520000,I-R8B0 IV
11,30001466,6040000,I-R8B0 V
2016,30001466,5290000,I-R8B0 VI
13,30001466,36910000,I-R8B0 VII
13,30001466,46950000,I-R8B0 VIII
13,30001466,28700000,I-R8B0 IX
2014,30001466,3710000,I-R8B0 X
2016,30001467,2200000,QIW-TQ I
2016,30001467,2820000,QIW-TQ II
2016,30001467,2160000,QIW-TQ III
2016,30001467,3910000,QIW-TQ IV
11,30001467,6580000,QIW-TQ V
2016,30001467,4780000,QIW-TQ VI
2014,30001467,4960000,QIW-TQ VII
13,30001467,25560000,QIW-TQ VIII
13,30001467,20480000,QIW-TQ IX
13,30001467,14550000,QIW-TQ X
11,30001468,5340000,WLL-QX I
2016,30001468,5110000,WLL-QX II
2014,30001468,3680000,WLL-QX III
11,30001468,7740000,WLL-QX IV
2016,30001468,3740000,WLL-QX V
13,30001468,21990000,WLL-QX VI
2016,30001468,7330000,WLL-QX VII
13,30001468,19760000,WLL-QX VIII
11,30001468,5130000,WLL-QX IX
2015,30001469,2530000,BJC4-8 I
2016,30001469,2380000,BJC4-8 II
2015,30001469,1970000,BJC4-8 III
2014,30001469,3120000,BJC4-8 IV
2016,30001469,5690000,BJC4-8 V
2016,30001469,3710000,BJC4-8 VI
13,30001469,28150000,BJC4-8 VII
2014,30001469,3460000,BJC4-8 VIII
13,30001469,21940000,BJC4-8 IX
13,30001469,24160000,BJC4-8 X
12,30001469,8310000,BJC4-8 XI
2016,30001470,1750000,PQA-9K I
2015,30001470,2240000,PQA-9K II
2016,30001470,2710000,PQA-9K III
2016,30001470,3800000,PQA-9K IV
11,30001470,6710000,PQA-9K V
11,30001470,9270000,PQA-9K VI
13,30001470,15050000,PQA-9K VII
2014,30001470,11280000,PQA-9K VIII
11,30001470,9310000,PQA-9K IX
2016,30001471,2380000,S5-U0R I
2016,30001471,2330000,S5-U0R II
2015,30001471,3230000,S5-U0R III
2017,30001471,5170000,S5-U0R IV
11,30001471,6900000,S5-U0R V
13,30001471,27280000,S5-U0R VI
13,30001471,35190000,S5-U0R VII
13,30001471,20330000,S5-U0R VIII
12,30001471,24870000,S5-U0R IX
2016,30001472,1840000,CW-R71 I
2016,30001472,3250000,CW-R71 II
2016,30001472,2930000,CW-R71 III
2016,30001472,5130000,CW-R71 IV
2016,30001472,5480000,CW-R71 V
2016,30001472,2660000,CW-R71 VI
13,30001472,16460000,CW-R71 VII
13,30001472,15620000,CW-R71 VIII
13,30001472,23280000,CW-R71 IX
2016,30001473,2780000,QO-3LC I
2016,30001473,4900000,QO-3LC II
13,30001473,13150000,QO-3LC III
13,30001473,32600000,QO-3LC IV
13,30001473,33470000,QO-3LC V
13,30001473,29120000,QO-3LC VI
13,30001473,35350000,QO-3LC VII
2016,30001474,2080000,3E-ER7 I
2015,30001474,2050000,3E-ER7 II
2016,30001474,2480000,3E-ER7 III
2016,30001474,4260000,3E-ER7 IV
2017,30001474,10020000,3E-ER7 V
2016,30001474,11460000,3E-ER7 VI
11,30001474,8310000,3E-ER7 VII
2017,30001474,10650000,3E-ER7 VIII
13,30001474,21050000,3E-ER7 IX
2016,30001474,10120000,3E-ER7 X
13,30001474,16810000,3E-ER7 XI
2017,30001475,9690000,REZ-YZ I
2017,30001475,5850000,REZ-YZ II
2063,30001475,18950000,REZ-YZ III
13,30001475,64500000,REZ-YZ IV
13,30001475,126700000,REZ-YZ V
12,30001475,12540000,REZ-YZ VI
12,30001475,8710000,REZ-YZ VII
2016,30001476,1980000,OU-AIT I
2016,30001476,5510000,OU-AIT II
11,30001476,7980000,OU-AIT III
2017,30001476,9370000,OU-AIT IV
13,30001476,22200000,OU-AIT V
11,30001476,8490000,OU-AIT VI
2016,30001476,7110000,OU-AIT VII
2063,30001477,3300000,VYX2-I I
2016,30001477,2480000,VYX2-I II
2015,30001477,4550000,VYX2-I III
2016,30001477,4200000,VYX2-I IV
11,30001477,6920000,VYX2-I V
11,30001477,5360000,VYX2-I VI
2017,30001477,8260000,VYX2-I VII
2015,30001478,1860000,5-P3CQ I
2015,30001478,2140000,5-P3CQ II
2016,30001478,2160000,5-P3CQ III
2014,30001478,3140000,5-P3CQ IV
2016,30001478,10650000,5-P3CQ V
2014,30001478,12630000,5-P3CQ VI
2016,30001478,12740000,5-P3CQ VII
13,30001478,17620000,5-P3CQ VIII
13,30001478,15870000,5-P3CQ IX
2015,30001479,2030000,M-FDTD I
2016,30001479,3180000,M-FDTD II
11,30001479,5400000,M-FDTD III
11,30001479,8010000,M-FDTD IV
11,30001479,8630000,M-FDTD V
13,30001479,22820000,M-FDTD VI
13,30001479,18630000,M-FDTD VII
2016,30001480,2000000,54-VNO I
2063,30001480,2800000,54-VNO II
2016,30001480,3240000,54-VNO III
2063,30001480,5250000,54-VNO IV
2016,30001480,6680000,54-VNO V
11,30001480,7230000,54-VNO VI
11,30001480,7290000,54-VNO VII
13,30001480,13830000,54-VNO VIII
11,30001480,6880000,54-VNO IX
13,30001480,20020000,54-VNO X
2016,30001480,12590000,54-VNO XI
13,30001480,19340000,54-VNO XII
2016,30001480,7590000,54-VNO XIII
2016,30001481,3140000,IAMZ-5 I
2016,30001481,5330000,IAMZ-5 II
2015,30001481,4090000,IAMZ-5 III
2017,30001481,7330000,IAMZ-5 IV
2016,30001481,4130000,IAMZ-5 V
11,30001481,11630000,IAMZ-5 VI
13,30001481,19280000,IAMZ-5 VII
13,30001481,30030000,IAMZ-5 VIII
11,30001481,6830000,IAMZ-5 IX
13,30001481,34470000,IAMZ-5 X
12,30001481,24140000,IAMZ-5 XI
12,30001481,8730000,IAMZ-5 XII
2017,30001482,4820000,HD3-JK I
2016,30001482,5590000,HD3-JK II
2016,30001482,2530000,HD3-JK III
13,30001482,119730000,HD3-JK IV
13,30001482,77100000,HD3-JK V
12,30001482,22220000,HD3-JK VI
2015,30001483,3210000,PBXG-A I
11,30001483,7900000,PBXG-A II
2017,30001483,17340000,PBXG-A III
13,30001483,57090000,PBXG-A IV
13,30001483,101960000,PBXG-A V
12,30001483,11000000,PBXG-A VI
2015,30001484,1760000,9-ERCP I
2016,30001484,2440000,9-ERCP II
2015,30001484,2820000,9-ERCP III
2016,30001484,3310000,9-ERCP IV
2016,30001484,5720000,9-ERCP V
2017,30001484,9870000,9-ERCP VI
13,30001484,20020000,9-ERCP VII
2016,30001484,2580000,9-ERCP VIII
2016,30001485,2480000,KN7M-N I
2016,30001485,3500000,KN7M-N II
2015,30001485,3910000,KN7M-N III
13,30001485,50510000,KN7M-N IV
13,30001485,98530000,KN7M-N V
2016,30001485,10320000,KN7M-N VI
12,30001485,11900000,KN7M-N VII
2015,30001486,2550000,Z-D1DW I
2015,30001486,1920000,Z-D1DW II
2016,30001486,5640000,Z-D1DW III
2015,30001486,7040000,Z-D1DW IV
2015,30001486,7270000,Z-D1DW V
13,30001486,46300000,Z-D1DW VI
13,30001486,19090000,Z-D1DW VII
11,30001486,9680000,Z-D1DW VIII
13,30001486,23360000,Z-D1DW IX
13,30001486,12950000,Z-D1DW X
2014,30001486,3750000,Z-D1DW XI
2017,30001487,4490000,FO-3PJ I
2017,30001487,13000000,FO-3PJ II
13,30001487,56750000,FO-3PJ III
2016,30001487,6820000,FO-3PJ IV
13,30001487,84020000,FO-3PJ V
13,30001487,25700000,FO-3PJ VI
2016,30001487,4640000,FO-3PJ VII
2016,30001488,2750000,6-QXE6 I
2015,30001488,2710000,6-QXE6 II
2016,30001488,4380000,6-QXE6 III
13,30001488,38360000,6-QXE6 IV
13,30001488,66070000,6-QXE6 V
12,30001488,20930000,6-QXE6 VI
2016,30001489,7240000,N-FKXV I
2016,30001489,3860000,N-FKXV II
2016,30001489,3500000,N-FKXV III
13,30001489,117240000,N-FKXV IV
13,30001489,53880000,N-FKXV V
13,30001489,12770000,N-FKXV VI
12,30001489,12660000,N-FKXV VII
2016,30001490,3770000,X7-8IG I
2015,30001490,2100000,X7-8IG II
2016,30001490,1800000,X7-8IG III
2016,30001490,4760000,X7-8IG IV
13,30001490,36750000,X7-8IG V
2016,30001490,4890000,X7-8IG VI
2016,30001490,6220000,X7-8IG VII
13,30001490,30490000,X7-8IG VIII
13,30001490,26220000,X7-8IG IX
13,30001490,48950000,X7-8IG X
2016,30001490,3130000,X7-8IG XI
2016,30001491,1790000,R-G1SF I
2016,30001491,2050000,R-G1SF II
2016,30001491,3170000,R-G1SF III
2015,30001491,4040000,R-G1SF IV
2016,30001491,2990000,R-G1SF V
13,30001491,15110000,R-G1SF VI
13,30001491,15990000,R-G1SF VII
11,30001491,9330000,R-G1SF VIII
13,30001491,27390000,R-G1SF IX
